it's suliban.	スリバン人です
but you will get there, i promise you that.	焦りは禁物です
all clear.	オールクリァ 前進
you were once me, after all.	アンタこそ 名前なんかあるの? 私だったくせに。
shingo i am coming in i understand, i heard you!	≪おい 新吾 上がるぞ!≫ 分かった 聞こえてるよ!
i'm hoping.	だといいんだけど ちょっと...
what if christopher doesn't have to search through all of the settings?	全てを探させる必要がなければ?
yes, i'm worried. jeez.	ええ 心配よ
with trillions of life forms invisible to the naked eye:	つまり微生物を 吸い込んだり
and then with the mind.	考え方を変えていってる
we have exactly what they wanted.	まさにお望み通り
and the hero outside.	国外では英雄として
they're gonna see us. we're in a red fucking car.	こっちは赤い車で 目立ってる
no... yes.	ううん... そう
and if it's between number and color, you get numbercolor synesthesia.	数字と色の間であれば 数字と色の共感覚になります
everything is 100% done by hand, with no additives of any sort.	全て手作業で 無添加 100%の手作り
i'm counting on you.	頼んだぞ。
the next week	次の週
it kind of becomes so?	大義でしょ。
you say companions.	仲間と言ったわね
ahh right.	あれね。 ああ。➡
i understand.	承知しています
uh, we were going...	いや その... それは...。
whwhere'd you take it?	どこで撮ったんだ?
right after the train crash	事故の発生直後
you know what i'd do if the d.a. brought me a case like that, based on conjecture, without a single witness or piece of evidence?	仮にこの事件の担当が私なら 目撃者も証拠もなしじゃ 却下だな
i think we got through.	吹っ切れた様子ですな。
yeah. i get that, but this is...	それって でもそれは...
and they honestly believe that they have liked this all along.	素直にずっと渋滞料金を支持していた と信じているのです
what did you do to it, harold?	何をしたの、ハロルド?
i'll bump you up to restricted strap one.	私が制限された ストラップ1にあなたを事前登録する
i know you're probably kind of weirded out, a reinigen getting advice from a blutbad.	鼠獣のお前に 狼獣の俺が 意見しているのを 不思議に思うだろうが
how come you didn't tell me you beat up the rattrays last night?	おい ラットレイを ブチかましたって?
i do! i do!	《訳が分からないけど
they are the building blocks	このブロックを組合わせることにより
many more than your father.	君の父親よりずっと多く。
about yesterday l'm sorry about the pool.	プールを汚して ごめん
and to this day, i am ambivalent	今でも迷いがあります
these are the dancing bears.	これがダンシングベアです
you had a big night. fitzgerald. hemingway!	最高の夜だぞ フィッツジェラルド ヘミングウェイ
it's like you don't know what to do next.	次にどうすればいいのか わかってないみたい
yokoshima, come this way.	ウフフフ ヨコシマさ~ん
so you are saying you don't remember?	[tel] 全く 身に覚えがないって いうんですか?
what do you mean?	頂きます。 えーと どれにしようかな...。
petyr.	ピーターでいい
well, i'm not telling, acting captain.	答える気はない 臨時船長
let him go!	彼を放して!
i just might.	お前は苦しんでる そうだろ
just think about it.	考えてもみろ。 オレたちが ヤツらのために➡
to go on the merrygoround too?	メリーゴーランドに乗ろうと言ったのも ケンちゃんですか?
but maybe i was just making up excuses	でも 男同士だからとか 大人だからとか
i accessed mr. thornhill's cell phone records, and according to the gps data, was near columbus circle two days ago.	ミスターソーンヒルの 携帯電話に接続して GPSデータによれば 2日前 コロンバスサークルの近くにいた
i didn't know, carly.	知らなかったの
others killed them and the others aimed at us	アザーズが彼らを殺したんだ そしてアザーズは僕らを狙った
why did you do that?!	忘れてたの
yeah. i remember. kind of.	あぁ、覚えている だいたいだけど
my manager even said that i was the murderer...	言ったはずだ... オレの眼中にあるのは➡
it's thought there's very little chance of saving the infrastructure.	細部は焼き尽くされ 建物も崩壊の危険があると見られています
i saw you play in augusta last summer.	去年のオーガスタのプレーを見ました
bye. see you later.	それじゃ またね
hey, haruto!	おい ハルト!
that's not the case with him, though.	彼は違いますね。
mike, put the gun down.	マイク 銃を置いて
sending it to the news outlets.	報道機関に送信してる
yes. ten years ago, mr. yamashina...	ええ。 山科さんは 10年前
their most dedicated players, it's like a fulltime job.	最も熱心なプレーヤーだと それが本職みたいになります
harris, that way. go!	ハリス あっちだ 行け!
that's over a half a million a piece.	一人50万ドル以上になる
